StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,gender,age,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,look_after_health_1,checkup,smoker,environment_1,Q85_1,Q60_1,children,age_first_child_1,breastfeed_yesno,breastfeed_length_1,ideal_age_1,parents_dead,parent1_age_1,parent1_age_2,parent1_control_1,parent1_close_1,parent2_age_1,parent2_age_2,parent2_control_1,parent2_close_1,gp_dead,gp1_age_1,gp1_age_2,gp1_control_1,gp1_close_1,gp2_age_1,gp2_age_2,gp2_control_1,gp2_close_1,gp3_age_1,gp3_age_2,gp3_control_1,gp3_close_1,gp4_age_1,gp4_age_2,gp4_control_1,gp4_close_1,stress,subjective_SES_1,subjective_SES_2,subjective_SES_3,subjective_SES_4,subjective_SES_5,subjective_SES_6,subjective_SES_7,subjective_SES_8,subjective_SES_9,subjective_SES_10,income_1,household_1,attention_fruit,attention_smoker,attention_4_1,PROLIFIC_PID,prolific_id - Parent Topics,prolific_id - Topics
2020-12-22 19:42:55,2020-12-22 19:46:47,IP Address,31.125.217.24,100,232,True,2020-12-22 19:46:47,R_VU0pjbkMkOioTeh,,,,,52.8462982177734375,-2.3524932861328125,anonymous,EN-GB,"Yes, I consent to participate.",5900a8c649d2230001904153,Female,31,Today,,,,,,,,,,,,,,,,Today,,,,,,,,Today,,,,Today,,Today,75,Within the last 2 years,No,60,80,80,No,,,,26,No: one is dead,Mother,58,0,40,,,,,"No, three are dead.",161,64,70,0,241,307,50,19,Grandmother 1,82,0,70,,,,,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£16,000 - £19,999",1,Strongly agree,No,4,5900a8c649d2230001904153,,
2020-12-22 19:42:02,2020-12-22 19:49:41,IP Address,77.98.40.231,100,458,True,2020-12-22 19:49:41,R_3GiBHsJRXeKWfvD,,,,,51.442596435546875,-2.860107421875,anonymous,EN-GB,"Yes, I consent to participate.",5d5ff8b32c4db6001a4c9ca5,Male,28,In 12 months,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,85,Within the last 2 years,No,65,10,75,No,,,,32,No: one is dead,81,62,85,85,,,,,"No, three are dead.",161,78,40,0,241,89,42,10,Grandmother 1,89,20,65,,,,,Very frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£75,000 - £99,999",4,Strongly agree,No,4,5d5ff8b32c4db6001a4c9ca5,,
2020-12-22 19:45:52,2020-12-22 19:52:39,IP Address,86.139.165.59,100,406,True,2020-12-22 19:52:39,R_20UKgkrwdjSBhbJ,,,,,56.0348052978515625,-3.4980926513671875,anonymous,EN-GB,"Yes, I consent to participate.",5ca0f0e5c8fa000001536167,Female,30,In 12 months,Today,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,72,10 years ago or more,No,68,35,88,No,,,,31,Yes,,,,,,,,,"No, all four are dead.",161,79,70,35,Grandmother 1,80,26,67,241,88,81,74,81,76,30,29,Frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£75,000 - £99,999",2,Strongly agree,No,4,5ca0f0e5c8fa000001536167,,
2020-12-22 19:46:42,2020-12-22 19:56:47,IP Address,89.36.71.241,100,604,True,2020-12-22 19:56:47,R_1iqxM7FQcKIbSEs,,,,,51.5063934326171875,-0.0200042724609375,anonymous,EN-GB,"Yes, I consent to participate.",5eebf265177f5a3e7ee9133e,Female,37,Today,,,,,,,,,,,,,,,,In 12 months,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,90,Within the last 2 years,No,90,90,90,Yes,30,Yes,5,,No: one is dead,81,73,100,80,,,,,"No, two are dead.",161,58,10,0,81,85,10,20,,,,,,,,,Occasionally,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£30,000 - £39,999",5,Strongly agree,No,4,5eebf265177f5a3e7ee9133e,,
2020-12-22 20:31:50,2020-12-22 20:38:50,IP Address,31.124.242.102,100,420,True,2020-12-22 20:38:51,R_2E3SJRF9iIHCXus,,,,,51.4170074462890625,-1.331298828125,anonymous,EN-GB,"Yes, I consent to participate.",5ca6257708d8d10015d76a2e,Male,45,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,80,Within the last 2 years,No,100,90,90,Yes,37,,,,Yes,,,,,,,,,"No, all four are dead.",161,28,20,70,161,28,0,20,Grandmother 1,Rather not say,0,0,81,33,80,90,Occasionally,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,10,5ca6257708d8d10015d76a2e,,
2020-12-22 20:36:58,2020-12-22 20:43:50,IP Address,2.126.76.33,100,411,True,2020-12-22 20:43:50,R_3m2eiIATAuX0KNk,,,,,51.477996826171875,0.001800537109375,anonymous,EN-GB,"Yes, I consent to participate.",5f4abba4eae118551d4dc244,Female,40,In 12 months,Today,,,,,,,,In 12 months,Today,,In 12 months,,,,,,,,,,,,,,,,,,,75,10 years ago or more,Yes,71,66,64,Yes,34,Yes,0,,Yes,,,,,,,,,"No, all four are dead.",161,61,16,0,Grandmother 1,61,31,0,241,80,77,0,81,70,60,0,Frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",3,Strongly agree,Yes,4,5f4abba4eae118551d4dc244,,
2020-12-22 20:38:07,2020-12-22 20:43:53,IP Address,90.209.195.125,100,345,True,2020-12-22 20:43:54,R_1EhPIBUYlblh8jY,,,,,50.7310028076171875,-1.9530029296875,anonymous,EN-GB,"Yes, I consent to participate.",5c58a04a07f2c700010eac02,Female,38,In 12 months,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,80,Within the past year,No,49,65,85,No,,,,30,Yes,,,,,,,,,"No, two are dead.",161,88,44,90,Grandmother 1,77,0,93,,,,,,,,,Very frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£75,000 - £99,999",2,Strongly agree,No,4,5c58a04a07f2c700010eac02,,
2020-12-22 20:39:35,2020-12-22 20:47:01,IP Address,90.240.147.204,100,446,True,2020-12-22 20:47:02,R_3iWohuLLzhQK6lB,,,,,51.319305419921875,-0.08880615234375,anonymous,EN-GB,"Yes, I consent to participate.",5fdd65f9a5df2d43fac62f7c,Male,38,In 12 months,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,20,10 years ago or more,Yes,40,80,80,Yes,35,,,,No: one is dead,81,73,100,2,,,,,"No, two are dead.",Grandmother 1,Rather not say,0,0,161,27,0,0,,,,,,,,,Frequently,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£20,000 - £29,999",3,Strongly agree,Yes,10,5fdd65f9a5df2d43fac62f7c,,
2020-12-22 20:40:11,2020-12-22 20:47:54,IP Address,31.185.234.145,100,463,True,2020-12-22 20:47:55,R_23dzQ1nMSFcf0kT,,,,,53.4557952880859375,-1.3755950927734375,anonymous,EN-GB,"Yes, I consent to participate.",5ddd56380de1da000cbedbb0,Male,39,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Within the last 10 years,No,40,40,80,No,,,,39,Yes,,,,,,,,,"No, all four are dead.",161,78,81,76,Grandmother 1,81,90,90,241,316,30,95,81,Rather not say,9,78,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£100,000 - £149,999",2,Strongly agree,No,10,5ddd56380de1da000cbedbb0,,
2020-12-22 20:39:37,2020-12-22 20:48:02,IP Address,92.18.60.55,100,504,True,2020-12-22 20:48:02,R_22LZVO29xA4lElW,,,,,52.58740234375,-2.13800048828125,anonymous,EN-GB,"Yes, I consent to participate.",5f273d63826f140e5009b8f7,Female,51,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,93,Within the last 5 years,No,73,26,100,Yes,28,Yes,6,,Yes,,,,,,,,,"No, all four are dead.",161,26,4,62,Grandmother 1,<20,1,37,241,318,6,79,81,20,0,90,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,4,5f273d63826f140e5009b8f7,,
2020-12-22 20:39:47,2020-12-22 20:50:19,IP Address,146.198.109.234,100,632,True,2020-12-22 20:50:19,R_3R8GKbg7EfWpbsh,,,,,53.86669921875,-1.716705322265625,anonymous,EN-GB,"Yes, I consent to participate.",5f7207387702800d3f72da8b,Female,41,In 12 months,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,70,Within the last 2 years,No,80,50,90,Yes,33,No,,,Yes,,,,,,,,,"No, all four are dead.",161,76,70,40,241,307,80,90,Grandmother 1,88,80,95,81,24,20,80,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£75,000 - £99,999",3,Strongly agree,No,9,5f7207387702800d3f72da8b,,
2020-12-22 20:45:08,2020-12-22 20:51:54,IP Address,86.5.150.254,100,405,True,2020-12-22 20:51:55,R_3J9pz4loFIFl7hU,,,,,51.5131072998046875,-3.1587982177734375,anonymous,EN-GB,"Yes, I consent to participate.",59380678cd539c000157c457,Female,51,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,82,Within the last 10 years,No,69,5,99,Yes,27,Yes,4,,No: one is dead,81,74,71,96,,,,,"No, all four are dead.",161,79,81,50,Grandmother 1,73,76,50,161,65,14,0,81,87,6,58,Very frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£100,000 - £149,999",4,Strongly agree,No,4,59380678cd539c000157c457,,
2020-12-22 20:48:25,2020-12-22 20:54:28,IP Address,151.228.188.242,100,362,True,2020-12-22 20:54:28,R_BugfxoxPwzEohGx,,,,,52.4259033203125,-1.462799072265625,anonymous,EN-GB,"Yes, I consent to participate.",5f5d872e5d35415e2dcc3f53,Female,53,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,92,Within the past year,No,81,60,84,No,,,,30,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,53,0,66,161,79,79,67,241,84,18,81,81,79,5,100,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£60,000 - £74,999",1,Strongly agree,No,9,5f5d872e5d35415e2dcc3f53,,
2020-12-22 20:48:43,2020-12-22 20:56:12,IP Address,5.64.97.115,100,448,True,2020-12-22 20:56:12,R_3NvMbZDcAN6TE4Q,,,,,52.25,-0.88330078125,anonymous,EN-GB,"Yes, I consent to participate.",5e07b62f3ccda211e4485812,Female,51,In 12 months,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,90,Within the last 2 years,No,71,30,100,Yes,28,No,,,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,50,10,0,161,83,20,0,81,79,60,91,241,Don't know,30,100,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£75,000 - £99,999",3,Strongly agree,No,4,5e07b62f3ccda211e4485812,,
2020-12-22 20:49:34,2020-12-22 20:57:55,IP Address,90.253.73.206,100,500,True,2020-12-22 20:57:55,R_31G989bPSCfpoiU,,,,,52.6696014404296875,0.152496337890625,anonymous,EN-GB,"Yes, I consent to participate.",5c56025fcb61950001038a76,Female,49,In 12 months,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,90,Within the last 10 years,No,40,20,80,Yes,35,Yes,5,,No: one is dead,81,80,80,80,,,,,"No, all four are dead.",161,80,70,0,Grandmother 1,76,60,5,81,73,70,15,241,311,90,70,Very rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£75,000 - £99,999",4,Strongly agree,No,4,5c56025fcb61950001038a76,,
2020-12-22 20:49:40,2020-12-22 21:09:59,IP Address,31.124.147.240,100,1218,True,2020-12-22 21:09:59,R_21HxeHw67Wwvd0R,,,,,51.519195556640625,0.46380615234375,anonymous,EN-GB,"Yes, I consent to participate.",5eac423d4633ef26666bc90b,Female,49,In 12 months,In 12 months,Today,,,,In 12 months,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,93,Within the past year,No,94,100,100,Yes,40,Yes,5,,Yes,,,,,,,,,"No, all four are dead.",161,28,66,38,241,32,86,0,Grandmother 1,39,41,56,81,44,67,92,Occasionally,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,4,5eac423d4633ef26666bc90b,,
2020-12-22 21:07:00,2020-12-22 21:17:11,IP Address,86.155.102.150,100,610,True,2020-12-22 21:17:11,R_TjWwUEj5LnYEzBf,,,,,50.7241058349609375,-1.789093017578125,anonymous,EN-GB,"Yes, I consent to participate.",5424c2a6fdf99b691fb38517,Female,58,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,60,Within the last 2 years,Yes,55,40,80,Yes,26,Yes,22,,No: both are dead,81,85,1,85,Mother,75,80,100,"No, all four are dead.",Grandmother 1,53,0,0,161,69,0,0,81,90,0,0,241,>90,0,0,Very frequently,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,"Less than £10,000",2,Strongly agree,Yes,4,5424c2a6fdf99b691fb38517,,
2020-12-22 21:19:23,2020-12-22 21:28:15,IP Address,86.133.1.64,100,531,True,2020-12-22 21:28:15,R_3PN2NFymBXe6n3h,,,,,53.08880615234375,-2.2711029052734375,anonymous,EN-GB,"Yes, I consent to participate.",5ce861810afd6e0001a9e329,Female,58,In 12 months,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,73,Within the past year,No,93,27,69,No,,,,27,No: one is dead,81,53,1,5,,,,,"No, all four are dead.",161,66,0,0,Grandmother 1,20,9,31,241,305,84,78,81,89,58,86,Frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,9,5ce861810afd6e0001a9e329,,
2020-12-22 21:31:58,2020-12-22 21:41:28,IP Address,82.28.165.208,100,570,True,2020-12-22 21:41:29,R_1QrvQgo8FaWcEW5,,,,,52.6251983642578125,1.2223968505859375,anonymous,EN-GB,"Yes, I consent to participate.",59a325d98d2b1600011b3f96,Female,60,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,88,Don't know,No,80,71,86,Yes,28,Yes,6,,Yes,,,,,,,,,"No, all four are dead.",241,31,0,0,241,Don't know,81,73,Grandmother 1,<20,0,99,81,24,0,49,Frequently,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£30,000 - £39,999",3,Strongly agree,No,10,59a325d98d2b1600011b3f96,,
2020-12-22 21:18:00,2020-12-22 21:44:27,IP Address,46.64.46.42,100,1586,True,2020-12-22 21:44:27,R_2qCTVqmy2dx7WhH,,,,,50.7572021484375,-1.8954925537109375,anonymous,EN-GB,"Yes, I consent to participate.",5e7cd3b170dd7532f7177264,Female,59,In 12 months,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,92,Within the last 5 years,No,70,60,50,Yes,59,Yes,6,,No: one is dead,81,78,60,100,,,,,"No, all four are dead.",161,77,50,20,241,>90,30,90,Grandmother 1,74,10,10,81,24,10,90,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£60,000 - £74,999",3,Strongly agree,No,4,5e7cd3b170dd7532f7177264,,
2020-12-22 21:44:48,2020-12-22 21:50:38,IP Address,88.111.252.42,100,350,True,2020-12-22 21:50:39,R_2rJBF2lRWy8w6sz,,,,,52.4391021728515625,-1.50390625,anonymous,EN-GB,"Yes, I consent to participate.",5dcdd1518b918909ba133987,Female,59,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,93,10 years ago or more,No,68,0,100,Yes,19,No,,,No: both are dead,Mother,83,0,100,81,Don't know,0,94,"No, all four are dead.",Grandmother 1,75,10,90,81,86,0,92,161,Rather not say,0,0,241,312,0,86,Very rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly disagree,No,10,5dcdd1518b918909ba133987,,
2020-12-23 13:05:33,2020-12-23 13:12:09,IP Address,86.134.149.136,100,395,True,2020-12-23 13:12:09,R_1kSnJYVCeiSM0F4,,,,,50.574493408203125,-4.1956939697265625,anonymous,EN-GB,"Yes, I consent to participate.",5c6ddaeababd45000113287f,Female,64,In 12 months,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,80,Don't know,Yes,86,18,91,No,,,,20,No: both are dead,Mother,<20,9,95,81,160,60,95,"No, all four are dead.",Grandmother 1,74,50,0,161,25,50,0,81,79,50,0,241,88,50,0,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£16,000 - £19,999",2,Strongly agree,Yes,4,5c6ddaeababd45000113287f,,
2020-12-23 13:05:55,2020-12-23 13:13:23,IP Address,62.254.107.172,100,448,True,2020-12-23 13:13:23,R_1g2pSVy3hjdGbbP,,,,,56.07110595703125,-3.7696075439453125,anonymous,EN-GB,"Yes, I consent to participate.",5c9cead251ef7600154d4c60,Female,59,In 12 months,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,80,Within the past year,No,40,20,90,Yes,17,Yes,3,,No: both are dead,81,61,0,100,Mother,89,0,75,"No, all four are dead.",Grandmother 1,44,0,0,161,82,0,70,241,312,0,60,81,<20,0,95,Very rarely,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£50,000 - £59,999",2,Strongly agree,No,10,5c9cead251ef7600154d4c60,,
2020-12-23 13:05:42,2020-12-23 13:15:22,IP Address,86.166.180.191,100,580,True,2020-12-23 13:15:23,R_1Lop5Jzw9Jqez2W,,,,,51.5131072998046875,-3.1587982177734375,anonymous,EN-GB,"Yes, I consent to participate.",5759d551b53e890007d713a2,Male,63,In 12 months,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,49,Within the last 10 years,No,86,20,60,Yes,33,,,,No: both are dead,Mother,20,5,71,81,69,100,61,"No, all four are dead.",Grandmother 1,68,20,8,161,27,23,0,161,27,34,0,81,153,29,53,Occasionally,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",2,Strongly agree,No,10,5759d551b53e890007d713a2,,
2020-12-23 13:04:48,2020-12-23 13:16:14,IP Address,2.98.217.241,100,685,True,2020-12-23 13:16:14,R_z22hEM70CvxPNiV,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN-GB,"Yes, I consent to participate.",5f91788c93fac106f80b8a63,Female,70,In 12 months,Today,,,,,,,,In 12 months,Today,,In 12 months,,,,,,,,,,,,,,,,,,,82,Within the last 2 years,No,91,87,86,No,,,,30,No: both are dead,Mother,Don't know,11,93,81,42,30,0,"No, all four are dead.",Grandmother 1,Rather not say,0,0,81,23,30,30,161,27,0,0,241,67,61,0,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£16,000 - £19,999",1,Strongly agree,No,8,5f91788c93fac106f80b8a63,,
2020-12-23 13:04:45,2020-12-23 13:16:59,IP Address,80.4.78.119,100,734,True,2020-12-23 13:16:59,R_1eFtuCLPgOW7sV3,,,,,54.931304931640625,-1.5854949951171875,anonymous,EN-GB,"Yes, I consent to participate.",5ace11dc35eccf0001a115fe,Male,58,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,90,10 years ago or more,No,55,40,85,No,,,,25,No: one is dead,81,84,71,8,,,,,"No, all four are dead.",161,27,62,0,241,>90,70,55,Grandmother 1,88,40,50,81,89,30,66,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£16,000 - £19,999",1,Strongly agree,No,10,5ace11dc35eccf0001a115fe,,
2020-12-30 18:50:35,2020-12-30 18:51:51,IP Address,86.210.30.44,100,76,True,2020-12-30 18:51:52,R_2azXKkj25oWQZxX,,,,,43.693695068359375,3.7993927001953125,anonymous,EN-GB,"Yes, I consent to participate.",5ea21158df1e16122783f0c5,Female,45,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,59,Within the past year,No,32,59,56,Yes,17,No,,,Yes,,,,,,,,,"Yes, they are all alive.",,,,,,,,,,,,,,,,,Very frequently,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£30,000 - £39,999",6,Somewhat agree,No,2,5ea21158df1e16122783f0c5,,
2020-12-30 19:04:55,2020-12-30 19:07:48,IP Address,109.151.232.153,100,172,True,2020-12-30 19:07:48,R_yLcIElqAElv244F,,,,,51.4326934814453125,-0.1692962646484375,anonymous,EN-GB,"Yes, I consent to participate.",5d2c704b0a52d4001dafa64e,Male,20,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,70,Don't know,No,30,71,81,No,,,,26,Yes,,,,,,,,,"No, one is dead",Grandfather 1,70,20,24,,,,,,,,,,,,,Very rarely,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£100,000 - £149,999",4,Strongly agree,No,4,5d2c704b0a52d4001dafa64e,,
2020-12-30 19:04:30,2020-12-30 19:09:31,IP Address,78.105.156.99,100,300,True,2020-12-30 19:09:31,R_3L0HOnbAuQFI4oz,,,,,51.4889984130859375,-0.1696014404296875,anonymous,EN-GB,"Yes, I consent to participate.",5d8627fc2e4f4d00175229e0,Female,27,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,Today,,,,,75,Within the past year,No,75,60,91,No,,,,28,Yes,,,,,,,,,"No, two are dead.",Grandfather 1,72,10,25,Grandfather 2,82,70,76,,,,,,,,,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£60,000 - £74,999",2,Strongly agree,No,4,5d8627fc2e4f4d00175229e0,,
